Assembly Accession	Assembly Name	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Stats Total Sequence Length	Assembly Level	Assembly Submission Date	WGS project accession	Assembly Stats Contig N50	Assembly Stats Scaffold N50
GCA_018504365.1	HG01109.pri.mat.f1_v2	Homo sapiens					HG01109	female		3035660956	Scaffold	2021-05-26	JAHEOZ01	32308382	32308382
GCA_018504375.1	HG01243.pri.mat.f1_v2	Homo sapiens					HG01243	male		3028970783	Contig	2021-05-26	JAHEOX01	31384221	
GCA_018504625.1	NA20129.alt.pat.f1_v2	Homo sapiens					NA20129	female		3029071557	Contig	2021-05-26	JAHEPE01	22424799	
GCA_018504635.1	NA20129.pri.mat.f1_v2	Homo sapiens					NA20129	female		3045032577	Scaffold	2021-05-26	JAHEPD01	21149676	21149676
GCA_018504645.1	HG01109.alt.pat.f1_v2	Homo sapiens					HG01109	female		2921876128	Scaffold	2021-05-26	JAHEPA01	30220240	30220240
GCA_018504655.1	NA21309.pri.mat.f1_v2	Homo sapiens					NA21309	female		3036758477	Scaffold	2021-05-26	JAHEPB01	20564675	20564675
GCA_018504665.1	NA21309.alt.pat.f1_v2	Homo sapiens					NA21309	female		3029616838	Scaffold	2021-05-26	JAHEPC01	17440620	17440620
GCA_018505825.1	HG02109.pri.mat.f1_v2	Homo sapiens					HG02109	female		3026099259	Contig	2021-05-26	JAHEPF01	23115113	
GCA_018505835.1	HG03492.alt.pat.f1_v2	Homo sapiens					HG03492	male		2923665925	Contig	2021-05-26	JAHEPI01	20158908	
GCA_018505845.1	HG03492.pri.mat.f1_v2	Homo sapiens					HG03492	male		3023905738	Scaffold	2021-05-26	JAHEPH01	18860066	18860066
GCA_018505855.1	HG02055.alt.pat.f1_v2	Homo sapiens					HG02055	female		2950246117	Contig	2021-05-26	JAHEPK01	34122691	
GCA_018505865.1	HG02109.alt.pat.f1_v2	Homo sapiens					HG02109	female		3037645976	Scaffold	2021-05-26	JAHEPG01	24098322	24098322
GCA_018506125.1	HG02055.pri.mat.f1_v2	Homo sapiens					HG02055	female		3019573615	Scaffold	2021-05-26	JAHEPJ01	35182712	35182712
GCA_018506155.1	HG03098.alt.pat.f1_v2	Homo sapiens					HG03098	female		2935645968	Scaffold	2021-05-26	JAHEPM01	34383521	34383521
GCA_018506165.1	HG03098.pri.mat.f1_v2	Homo sapiens					HG03098	female		3059506215	Contig	2021-05-26	JAHEPL01	36975063	
GCA_018506945.1	HG005.alt.pat.f1_v2	Homo sapiens					NA24631	male		2937775295	Scaffold	2021-05-26	JAHEPO01	57820726	58303677
GCA_018506955.1	HG00733.alt.pat.f1_v2	Homo sapiens						female		3042264782	Scaffold	2021-05-26	JAHEPQ01	40994157	40994157
GCA_018506965.1	HG005.pri.mat.f1_v2	Homo sapiens					NA24631	male		3029677445	Scaffold	2021-05-26	JAHEPN01	62203274	69736411
GCA_018506975.1	HG00733.pri.mat.f1_v2	Homo sapiens						female		3026516595	Scaffold	2021-05-26	JAHEPP01	44647564	44647564
GCA_018555405.1	ASM1855540v1	Sus scrofa					NIHS-2020			2598843439	Contig	2021-05-27	JAEUXQ01	24612887	
GCA_018804185.1	NWAFU_Friesian_1.0	Ovis aries	East Friesian				EastFriesian_391	male		2901665227	Chromosome	2021-06-09	JAGTAQ01	85264699	96203338
GCA_018835635.1	NRM_Vlagopus_v1	Vulpes lagopus					20195025_20145004	pooled male and female		2358711048	Scaffold	2021-06-10	JAFLEK01	101548	132426530
GCA_018852585.1	HG02145.pri.mat.f1_v2	Homo sapiens					HG02145	male		3030572591	Scaffold	2021-06-11	JAHKSF01	24061170	24061170
GCA_018852595.1	HG02145.alt.pat.f1_v2	Homo sapiens					HG02145	male		2937649060	Scaffold	2021-06-11	JAHKSG01	19770268	19770268
GCA_018852605.1	HG002.alt.pat.f1_v2	Homo sapiens					NA24385	male		2958633312	Scaffold	2021-06-11	JAHKSE01	84969781	84969781
GCA_018852615.1	HG002.pri.mat.f1_v2	Homo sapiens					NA24385	male		3060592498	Scaffold	2021-06-11	JAHKSD01	72699918	81875417
GCA_018873775.2	hg01243.v3.0	Homo sapiens					HG01243	male	Annotation submitted by Johns Hopkins University	3116153243	Chromosome	2021-09-27	JAHLSK02	149697505	149697505
GCA_018978865.1	LPAY_contigs_TAMU_1.0	Vicugna pacos	huacaya					male		7915707	Contig	2021-06-21	JAHKBF01	381163	
GCA_019022865.1	ASM1902286v1	Rhinoceros unicornis					KB14498			2523368007	Scaffold	2021-06-24	JAFHKO01	139644	27289007
GCA_019054845.1	ASM1905484v1	Dipodomys spectabilis					Male_0828	male		2844766008	Contig	2021-06-29	JAHHPX01	9612466	
GCA_019141135.1	MusNiv_alt1.0	Mustela nivalis				Poland	MRI-KZ171007	male		2500964999	Scaffold	2021-07-06	JAGENC01	195311	24868770
GCA_019141155.1	MusNiv_Pri1.0	Mustela nivalis				Poland	MRI-KZ171007	male		2501163219	Scaffold	2021-07-06	JAGEND01	195927	24899452
GCA_019145175.1	ASM1914517v1	Ovis aries	Dorper					male		2648317365	Chromosome	2021-07-08	JAGTXJ01	73326320	101973538
GCA_019186645.2	TTU_PhHast_1.1	Phyllostomus hastatus					PE091	male		2089223459	Scaffold	2021-07-09	JAHKBD01	31525663	39158280
GCA_019206885.1	ASM1920688v1	Microtus richardsoni	captive-bred				JQ59JK4JDI			2537622786	Scaffold	2021-07-13	JAGDQN01	11059	12442
GCA_019290145.1	CAU-K	Sus scrofa					PB115	male		2444968461	Scaffold	2021-07-20	JAFEHA01	223518	30528819
GCA_019320065.1	ASM1932006v1	Cervus canadensis					Bull #8, Minnesota	male		2526613007	Chromosome	2021-07-26	JACTMD01	914577	77654944
GCA_019331625.1	CAU-W	Phacochoerus africanus					W100	male		2416652813	Scaffold	2021-07-23	JAFEGZ01	212097	13754762
GCA_019348595.1	Maltig1.0	Panthera tigris jacksoni				malayan	194	male		2424644036	Scaffold	2021-07-26	JAFELI01	102497	21297815
GCA_019393635.1	mDroGli1.pri	Dromiciops gliroides					mDroGli1	female		3303199800	Chromosome	2021-08-03	JAHYBR01	38230856	670775900
GCA_019395325.1	mDroGli1.alt	Dromiciops gliroides					mDroGli1	female		2818512018	Scaffold	2021-07-29	JAHYBS01	490192	490192
GCA_019455555.1	Gpyr_1.0	Galemys pyrenaicus					IBE-C5619	male	Annotation submitted by Institute of Evolutionary Biology (CSIC-UPF)	1828347170	Scaffold	2021-08-05	JAGFMF01	64544	8503682
GCA_019593525.1	ASM1959352v1	Addax nasomaculatus					IZW607/10	female		2795170309	Scaffold	2021-08-13	JAIEZW01	17026	20757513
GCA_019843795.1	ASM1984379v1	Mastomys natalensis					MVZ Mamm 221054	male		2485459324	Scaffold	2021-09-01	JADRCE01	11395	16557
GCA_019843815.1	ASM1984381v1	Praomys delectorum					MVZ Mamm 221157	male		2406247807	Scaffold	2021-09-01	JADRCD01	13907	22327
GCA_019843835.1	ASM1984383v1	Grammomys dolichurus					MVZ Mamm 221001	male		2089776775	Scaffold	2021-09-01	JADRCF01	5404	5810
GCA_019843855.1	ASM1984385v1	Hylomyscus alleni					MVZ Mamm 196246	male		2183244924	Scaffold	2021-09-01	JADRCC01	4202	4568
GCA_019843965.1	ASM1984396v1	Rhynchomys soricoides					FMNH 198792	male		2183375489	Scaffold	2021-09-01	JADRCH01	79773	7860034
GCA_019844195.1	ASM1984419v1	Rhabdomys dilectus					FMNH 192475	male		2257796536	Scaffold	2021-09-01	JADRCG01	27270	2320431
GCA_019903745.1	ULRtarCaribou_2	Rangifer tarandus caribou				boreal	CA-31	female		2584912043	Scaffold	2021-09-08	JAHWTM01	167694	29228715
GCA_019923925.1	NDDB_DH_1	Bubalus bubalis	Murrah				160015118507	female		2612882031	Chromosome	2021-09-10	VDCC01	5359742	117225556
GCA_019923935.1	NDDB_SH_1	Bubalus bubalis	Murrah				160015118507	female		2622444281	Chromosome	2021-09-10	VDCB01	9586610	116997125
GCA_019924945.1	FelChav1.0	Felis chaus					Fch-1a	male		2428287114	Chromosome	2021-09-14	JAGKTF01	91188488	148552997
GCA_019969365.1	SCBI_Ndam_1.0	Nanger dama ruficollis					SB2059	male		3008822536	Scaffold	2021-09-14	JAHTZZ01	270765	156272796
GCA_020004445.1	ASM2000444v1	Sciurus carolinensis					SUZIE		Annotation submitted by Novartis AG	3527038434	Scaffold	2021-09-15	JAATJV01	33020	1023051
GCA_020004485.1	ASM2000448v1	Microtus ochrogaster					LTLLF	male	Annotation submitted by Novartis AG	2425468244	Scaffold	2021-09-15	JAATJU01	44730	4292612
GCA_020171115.1	ASM_NN_V1	Neogale vison					M4711	female		2681198719	Chromosome	2021-09-29	JAIAWX01	220349319	220349319
GCA_020226025.1	ASM2022602v1	Muntiacus gongshanensis					NWPU-IOZ-03	female		2475743641	Scaffold	2021-10-04	JAGTXU01	24226309	24473636
GCA_020226045.1	ASM2022604v1	Muntiacus reevesi					NWPU-IOZ-04	male		2494014298	Chromosome	2021-10-05	JAGTXV01	18600000	113316579
GCA_020226055.1	ASM2022605v1	Muntiacus crinifrons					NWPU-IOZ-02	male		2548844227	Chromosome	2021-10-05	JAGTXT01	3936592	632083897
GCA_020226075.1	ASM2022607v1	Hydropotes inermis					NWPU-IOZ-05	female		2540444434	Chromosome	2021-10-05	JAGTXW01	131414	74967728
GCA_020276665.1	ASM2027666v1	Muntiacus crinifrons					NWPU-IOZ-01	female		2489495709	Chromosome	2021-10-05	JAGTXS01	25225000	646574120
GCA_020311275.1	ASM2031127v1	Eira barbara					male tayra	male		2469724418	Scaffold	2021-10-05	JAHRIG01	285064	42537617
GCA_020311295.1	ASM2031129v1	Eira barbara					male tayra	male		2467579543	Scaffold	2021-10-05	JAHRIH01	284023	42543167
GCA_020387435.1	ASM2038743v1	Microtus richardsoni arvicoloides					DD14			2362086622	Scaffold	2021-10-08	JAEPQW01	38579	2298463
GCA_020392405.1	ASM2039240v1	Microtus montanus					DD19	male		2335504509	Scaffold	2021-10-08	JAEPQX01	2896	2716299
GCA_020395145.1	ASM2039514v1	Neophocaena asiaeorientalis asiaeorientalis					YY-2018	male		2323587710	Scaffold	2021-10-08	JAIXHI01	49854	1704448
GCA_020497085.1	KOREF_S1v2.1	Homo sapiens					KOREF_S1	male		2901817378	Chromosome	2021-10-14	JAHRJT01	20046962	150051441
GCA_020497115.1	PGP1v1	Homo sapiens					PGP1	male		3016802955	Chromosome	2021-10-14	JAHRGN01	24698710	141933136
GCA_020567905.1	ASM2056790v1	Sus scrofa domesticus	Ningxiang					female		2440945073	Chromosome	2021-10-26	JADCTU01	26066865	139032656
GCA_020662805.1	ASM2066280v1	Glaucomys volans				Volans	SFS_CC1	female		2582196772	Scaffold	2021-10-28	JAJEJO01	75533	452493
GCA_020740595.1	mLemCat1.alt	Lemur catta					mLemCat1	male		2266570666	Scaffold	2021-11-03	JAJGPZ01	35377149	35377149
GCA_020740605.1	mLemCat1.pri	Lemur catta					mLemCat1	male		2245584463	Chromosome	2021-11-04	JAJGPY01	32529614	102162704
GCA_020740685.1	mJacJac1.mat.Y.cur	Jaculus jaculus					mJacJac1	male		2863848715	Chromosome	2021-11-04	JAJGSA01	22104564	158244790
GCA_020740715.1	mJacJac1.pat.decon	Jaculus jaculus					mJacJac1	male		2595216862	Scaffold	2021-11-03	JAJGSB01	6605917	117185741
GCA_020740815.1	VCOM_Snig_1.0	Sciurus niger					NDM4471	male		2985236946	Scaffold	2021-11-04	JAHUXG01	182340	183784
GCA_020826835.1	mDicBic1.pat.decon	Diceros bicornis minor					mBicDic1	female		3044793931	Scaffold	2021-11-10	JAJIAZ01	27234015	59078673
GCA_020826845.1	mDicBic1.mat.cur	Diceros bicornis minor					mBicDic1	female		3005519209	Chromosome	2021-11-10	JAJIAY01	28468213	65026825
GCA_020854095.1	UniMelb_DasViv_v1.0	Dasyurus viverrinus					TARZ-13805.1	female		3139221772	Chromosome	2021-11-12	JAJAFV01	13753271	628486596
GCA_020881995.2	ASM2088199v2	Homo sapiens					NA24385	male		216809844	Chromosome	2022-01-24		154349815	154349815
GCA_020975775.1	gsc_jax_bbear_1.0	Ursus americanus				Eastern	UA15103			2351947609	Contig	2021-11-24	JAJHTY01	13882922	
GCA_020976825.1	BYU_Ohem_2021	Odocoileus hemionus					AT2021a	female		2609301826	Chromosome	2021-11-30	JAJLRB01	28570879	72140960
GCA_021018645.1	ASM2101864v1	Antilocapra americana					PH2016			2669373955	Scaffold	2021-12-01	JAJJWP01	81552	1463792
GCA_021018665.1	miluL	Elaphurus davidianus					milu-zoo-001	male		2524808978	Scaffold	2021-12-01	JAJIZU01	32707	3039716
GCA_021018685.1	ASM2101868v1	Okapia johnstoni					OK2016			2621100252	Scaffold	2021-12-01	JAJJWQ01	95165	3620116
GCA_021130815.1	PanTigT.MC.v3	Panthera tigris tigris				India	MC-2018	female		2406136656	Chromosome	2021-12-09	JAHFZI01	4405323	145476184
GCA_021131075.1	PanTigT.SI.v4	Panthera tigris tigris				India	SI-2018	male		2534330400	Chromosome	2021-12-09	JAHFZJ01	2141595	147295397
GCA_021188215.1	Marc_1.0	Macaca arctoides					LJ-SM-ZOO-2016			2840312651	Scaffold	2021-12-15	JAJNBW01	72158	2128367
GCA_021218885.1	Marmota_monax_Labrador192_V1.0	Marmota monax					L192	male	Annotation submitted by Hospital for Sick Children	2638778829	Scaffold	2021-12-20	JAIQCD01	10671126	11523559
GCA_021218885.2	Marmota_monax_Labrador192_F-V1.1	Marmota monax					L192	male	Annotation submitted by Hospital for Sick Children	2638774606	Scaffold	2022-08-11	JAIQCD02	10671126	11523559
GCA_021234165.1	CSHL_Meso_final	Pteronotus parnellii mesoamericanus	Mesoamerican mustached bat				MK-2021	male		2074649091	Scaffold	2021-12-20	JAIWKQ01	31477943	31477943
GCA_021234435.1	CSHL_Jam_final	Artibeus jamaicensis	Jamaican fruit bat				MK-2021	male		2108389339	Scaffold	2021-12-20	JAIVGF01	22092642	22092642
GCA_021234545.1	HCC1395BL_v1.0	Homo sapiens					ATCC CRL-2325	female		2905179940	Scaffold	2021-12-20	JAEOAY01	12577710	69970292
GCA_021234555.1	ARS-LIC_NZ_Jersey	Bos taurus	Jersey				LICJ1	male		2641760917	Chromosome	2021-12-20	JAJQWI01	50551513	104068235
GCA_021288785.2	ASM2128878v2	Mirounga angustirostris					JK_09032017			2366166981	Scaffold	2021-12-26	JAJSZF01	76189	139676048
GCA_021288785.3	ASM2128878v3	Mirounga angustirostris					JK_09032017			2366166981	Chromosome	2022-12-21	JAJSZF01	76189	139676048
GCA_021325815.1	ASM2132581v1	Ovis aries	Charollais sheep				CHA1	female		2820073620	Scaffold	2021-12-30	JAJTAB01	6374046	6374046
GCA_021325835.1	ASM2132583v1	Ovis aries	Texel sheep				TEX1	female		2760316786	Scaffold	2021-12-30	JAJSZZ01	4488758	4519993
GCA_021325855.1	ASM2132585v1	Ovis aries	Charollais sheep				CHA1	female		2803687891	Scaffold	2021-12-30	JAJTAC01	5117829	5117829
GCA_021325865.1	ASM2132586v1	Ovis aries	Chinese Merino sheep				MER1	female		2831426015	Contig	2021-12-30	JAJTAE01	4745635	
GCA_021325875.1	ASM2132587v1	Ovis aries	Chinese Merino sheep				MER1	female		2824962229	Scaffold	2021-12-30	JAJTAD01	3697831	3697831
GCA_021325905.1	ASM2132590v1	Ovis aries	Kermani sheep				KER1	male		2750603698	Scaffold	2021-12-30	JAJTAG01	15207282	15207282
GCA_021325935.1	ASM2132593v1	Ovis aries	Kermani sheep				KER1	male		2766255509	Scaffold	2021-12-30	JAJTAF01	15416953	15416953
GCA_021326705.1	ASM2132670v1	Ovis aries	Qiaoke sheep				QK1	female		2842455170	Scaffold	2021-12-30	JAJTAI01	9879036	9879036
GCA_021326735.1	ASM2132673v1	Ovis aries	Qiaoke sheep				QK1	female		2827707274	Scaffold	2021-12-30	JAJTAH01	13616414	13616414
GCA_021326975.1	ASM2132697v1	Ovis aries	Romney sheep				ROM1	female		2824844910	Scaffold	2021-12-30	JAJTAK01	5713487	5713487
GCA_021327145.1	ASM2132714v1	Ovis aries	Romney sheep				ROM1	female		2807603209	Contig	2021-12-30	JAJTAJ01	6299409	
GCA_021327245.1	ASM2132724v1	Ovis aries	Suffolk sheep				SFK1	female		2860436557	Scaffold	2021-12-30	JAJTAL01	5576081	5677857
GCA_021327285.1	ASM2132728v1	Ovis aries	Suffolk sheep				SFK1	female		2804737056	Scaffold	2021-12-30	JAJTAM01	4868961	4868961
GCA_021327305.1	ASM2132730v1	Ovis aries	Ujimqin sheep				UJQ1	female		2842492817	Scaffold	2021-12-30	JAJTAO01	11708823	11708823
GCA_021327315.1	ASM2132731v1	Ovis aries	Ujimqin sheep				UJQ1	female		2862910506	Scaffold	2021-12-30	JAJTAN01	11466712	11466712
GCA_021327335.1	ASM2132733v1	Ovis aries	White Dorper sheep				WDU1	female		2774520878	Scaffold	2021-12-30	JAJTAQ01	1249011	1262145
GCA_021327355.1	ASM2132735v1	Ovis aries	White Dorper sheep				WDU1	female		2822480499	Scaffold	2021-12-30	JAJTAP01	1582519	1582876
GCA_021327375.1	ASM2132737v1	Ovis aries	Yunnan sheep				YUN1	female		2887829446	Scaffold	2021-12-30	JAJTAR01	18668659	18668659
GCA_021327395.1	ASM2132739v1	Ovis aries	Texel sheep				TEX1	female		2750428131	Scaffold	2021-12-30	JAJTAA01	4387908	4486359
GCA_021327435.1	ASM2132743v1	Ovis aries	Polled Dorset sheep				DOR1	female		2858030333	Scaffold	2021-12-30	JAJTAV01	32781368	32781368
GCA_021328935.1	ASM2132893v1	Ovis aries	Kazak sheep				KAZ1	female		2842066255	Scaffold	2021-12-30	JAJTAU01	13934747	13934747
GCA_021328945.1	ASM2132894v1	Ovis aries	Kazak sheep				KAZ1	female		2845239724	Scaffold	2021-12-30	JAJTAT01	10647777	10647777
GCA_021328955.1	ASM2132895v1	Ovis aries	Yunnan sheep				YUN1	female		2846156696	Contig	2021-12-30	JAJTAS01	13102689	
GCA_021328995.1	ASM2132899v1	Ovis aries	Polled Dorset sheep				DOR1	female		2830312586	Scaffold	2021-12-30	JAJTAW01	39501645	39501645
GCA_021347905.1	ARS-LIC_NZ_Holstein-Friesian_1	Bos taurus	Holstein-Friesian				LICNZHF1	male		2665533357	Chromosome	2022-01-11	JAJQWL01	8737306	100964413
GCA_021442165.1	ASM2144216v1	Ceratotherium simum cottoni	northern white rhinoceros				KB9947	male		2495791635	Chromosome	2022-01-12	JAHLFX01	16022912	65935509
GCA_021461705.1	Cryptotis parva assembly 1.0	Cryptotis parvus				North America	DC2019	male		2196365350	Contig	2022-01-13	JAJIBD01	112257	
GCA_021462335.1	ASM2146233v1	Ovibos moschatus					Muskox_WY2021	male		2615815021	Scaffold	2022-01-13	JAJUWZ01	843055	46819416
GCA_021464545.1	ASM2146454v1	Hipposideros pendleburyi					ps2007241.1	male		2171761792	Scaffold	2022-01-14	JAHQIX01	72646	15398518
GCA_021498455.1	ASM2149845v1	Colobus guereza					KIZ-2021_5	male		2963339203	Chromosome	2022-01-19	JAKFGS01	15612012	145964134
GCA_021498465.1	ASM2149846v1	Hylobates pileatus					KIZ-2021_10	male		2851401333	Chromosome	2022-01-19	JAKFGR01	17385161	131825309
GCA_021498475.1	ASM2149847v1	Saguinus midas					KIZ-2021_24	male		2968536278	Chromosome	2022-01-19	JAKFGQ01	10987047	143273090
GCA_021556685.1	UTH_Rnor_SHRSP_BbbUtx_1.0	Rattus norvegicus		SHRSP/BbbUtx				male		2907517304	Chromosome	2022-01-24	JAKEKU01	50481003	138881597
GCA_021613505.1	UCLA_HA_Equagga_1.0	Equus quagga					Etosha38			2500914156	Chromosome	2022-01-31	JAKJSB01	427941	122556673
GCA_021653895.1	UFL_Mnatal_1.0	Mastomys natalensis				Lowveld savanna grassland	N552			2307269173	Contig	2022-01-27	JAJTUV01	1121141	
GCA_021656055.1	ASM2165605v1	Sus scrofa					euw1	male		2457973704	Scaffold	2022-01-28	JAJTOU01	157950	28284541
GCA_021950905.1	HG002.pat.cur.20211005	Homo sapiens					NA24385	male		2959277077	Chromosome	2022-02-04	JAKCWS01	84927121	146747882
GCA_021951015.1	HG002.mat.cur.20211005	Homo sapiens					NA24385	male		3061735012	Chromosome	2022-02-04	JAKCWR01	62879740	154412560
GCA_022079265.1	mLynRuf1.p	Lynx rufus				Redwood Valley	CCGP_SWC_20201006	male		2439239374	Scaffold	2022-02-08	JAJSDN01	66217191	142134035
GCA_022079275.1	mLynRuf1.a	Lynx rufus				Redwood Valley	CCGP_SWC_20201006	male		3320153114	Scaffold	2022-02-08	JAJSDO01	97441	107758
GCA_022120495.1	Sape_Mango_1.1	Sapajus apella					Mango	female		2520254081	Scaffold	2022-02-10	JAGHVQ01	7225	27083786
GCA_022244695.1	Oar_ARS-UKY_WhiteDorper_v1.0	Ovis aries	Romanov x White Dorper					male		2579075941	Chromosome	2022-02-24	JAHUUR01	61833573	95576019
GCA_022244705.1	Oar_ARS-UKY_Romanov_v1.0	Ovis aries	Romanov x White Dorper					male		2668046421	Chromosome	2022-02-24	JAHUUQ01	62304206	101326467
GCA_022355385.1	MUSNIG.SB6536	Mustela nigripes					SB6536	male		2498532951	Chromosome	2022-02-24	JABTCS01	148763	145433501
GCA_022376915.1	ASM2237691v1	Moschus berezovskii				Sichuan	MB002			2813355390	Scaffold	2022-02-23	JAIOJW01	15241556	102413370
GCA_022376925.1	ASM2237692v1	Tragulus kanchil					TJ002			3167203957	Scaffold	2022-02-23	JAIOJX01	29645945	224309082
GCA_022416685.1	ASM2241668v1	Ovis aries	Qiaoke sheep				QK1	female		2865419185	Chromosome	2022-03-10	JAKJQF01	74976097	95532774
GCA_022416695.1	ASM2241669v1	Ovis aries	White Dorper sheep				WDU1	female		2808662536	Chromosome	2022-03-10	JAKJQE01	17870341	95602264
GCA_022416725.1	ASM2241672v1	Ovis aries	Suffolk sheep				SFK1	female		2876191746	Chromosome	2022-03-10	JAKJQH01	64464110	96686824
GCA_022416745.1	ASM2241674v1	Ovis aries	Charollais sheep				CHA1	female		2859205457	Chromosome	2022-03-10	JAKJQJ01	65130578	95064122
GCA_022416755.1	ASM2241675v1	Ovis aries	Ujimqin sheep				UJQ1	female		2874205068	Chromosome	2022-03-10	JAKJQI01	75674662	97145438
GCA_022416775.1	ASM2241677v1	Ovis aries	Texel sheep				TEX1	female		2817405832	Chromosome	2022-03-10	JAKJQL01	47602023	95337541
GCA_022416785.1	ASM2241678v1	Ovis aries	Yunnan sheep				YUN1	female		2923901082	Chromosome	2022-03-10	JAKJQK01	71930095	96205310
GCA_022416915.1	ASM2241691v1	Ovis aries	Polled Dorset sheep				DOR1	female		2906633192	Chromosome	2022-03-10	JAKJQM01	92422466	96526831
GCA_022432825.1	ASM2243282v1	Ovis aries	Chinese Merino sheep				MER1	female		2838248789	Chromosome	2022-03-10	JAKJQO01	59951985	95447334
GCA_022432835.1	ASM2243283v1	Ovis aries	Kermani sheep				KER1	male		2815734371	Chromosome	2022-03-10	JAKJQN01	80315026	95518434
GCA_022432845.1	ASM2243284v1	Ovis aries	Kazak sheep				KAZ1	female		2867731545	Chromosome	2022-03-10	JAKJQP01	73369510	96196361
GCA_022457185.1	ASM2245718v1	Rangifer tarandus					DF-B-001			2832403223	Scaffold	2022-03-03	JAJJMQ01	128565	986392
GCA_022457235.1	LMD_DV1	Tragulus javanicus					LMD-DV			2932799400	Scaffold	2022-03-03	JAJJWJ01	11645	169555
GCA_022533635.2	ASM2253363v2	Ovibos moschatus					UCID333-Mx8	male		2621888837	Scaffold	2022-05-16	JACAUE02	38369	13200690
GCA_022538005.1	ASM2253800v1	Ovis aries	Romney sheep				ROM1	female		2861633928	Chromosome	2022-03-10	JAKJQG01	68301688	95262849
GCA_022682395.1	HLdesRot8B	Desmodus rotundus					HL8	male		1976149209	Chromosome	2022-03-24	JAKFGA01	7516900	160112692
GCA_022682495.1	HLdesRot8A	Desmodus rotundus					HL8	male		2113473284	Chromosome	2022-03-24	JAKFFZ01	6762714	160127860
GCA_022702505.1	ASM2270250v1	Ovis aries	East Friesian				EF_391	male		2772165925	Scaffold	2022-03-28	JAKFGC01	62864296	62864296
GCA_022702665.1	ASM2270266v1	Ovis aries	East Friesian				EF_391	male		2752825232	Scaffold	2022-03-28	JAKFGD01	50817247	53161075
GCA_022833125.2	ASM2283312v2	Homo sapiens							Annotation submitted by Celera Genomics	3147488104	Chromosome	2005-09-08	AADB02	608771	31321926
GCA_022837055.1	UM_Priviv_1.0	Prionailurus viverrinus					Anna	female		2461545606	Chromosome	2022-04-08	JALEAK01	68766634	144906162
GCA_023065335.1	ASM2306533v1	Sus scrofa	Duroc				DRC192	male		47903866	Chromosome	2022-04-20		47903866	47903866
GCA_023065355.1	ASM2306535v1	Sus scrofa	Bamaxiang				BMX194	male		46124248	Chromosome	2022-04-20		46124248	46124248
GCA_023065765.1	ASM2306576v1	Hexaprotodon liberiensis					ZL_2021b	male		2374626208	Chromosome	2022-04-22	JAKVTR01	20244513	142594368
GCA_023065835.1	ASM2306583v1	Hippopotamus amphibius					ZL_2021a	male		2424261695	Chromosome	2022-04-22	JAKVTS01	49478000	141669128
